year,brand_id,user_id,story_id,Total_Nodes
2018,3,62,4112,0
2018,3,62,4136,0
2018,3,62,4140,0
2018,3,62,4143,0
2018,3,62,4146,0
2018,4,20,4015,0
2018,4,20,4024,0
2018,4,20,4035,0
2018,4,20,4051,0
2018,4,20,4153,0
2018,8,3330,3991,0
2018,8,3463,3989,0
2018,8,3547,3989,0
2018,8,3547,3990,0
2018,8,3547,3991,0
2018,8,3547,4015,0
2018,8,3547,4016,0
2018,8,3547,4109,0
2018,8,3547,4319,0
2018,8,3560,3989,0
2018,8,3727,4157,0
2018,8,3727,4158,0
2018,8,3871,3989,0
2018,8,3968,3989,0
2018,8,4005,3989,0
2018,8,4005,3990,0
2018,8,4005,3991,0
2018,8,4005,4015,0
2018,8,4005,4016,0
2018,8,4005,4017,0
2018,8,4005,4109,0
2018,8,4005,4111,0
2018,8,4005,4228,0
2018,8,4005,4250,0
2018,8,4005,4319,0
2018,8,4006,3986,0
2018,8,4006,3987,0
2018,8,4006,3988,0
2018,8,4006,4012,0
2018,8,4006,4013,0
2018,8,4006,4014,0
2018,8,4006,4112,0
2018,8,4006,4113,0
2018,8,4006,4157,0
2018,8,4006,4158,0
2018,8,4017,3989,0
2018,8,4017,3990,0
2018,8,4019,3989,0
2018,8,4020,3989,0
2018,8,4021,3989,0
2018,8,4022,3989,0
2018,8,4023,3989,0
2018,8,4024,3989,0
2018,8,4026,3989,0
2018,8,4027,3989,0
2018,8,4028,3989,0
2018,8,4029,3989,0
2018,8,4030,3989,0
2018,8,4030,3990,0
2018,8,4074,3989,0
2018,8,4074,3990,0
2018,8,4075,3989,0
2018,8,4075,3990,0
2018,8,4076,3989,0
2018,8,4076,3990,0
2018,8,4077,3989,0
2018,8,4077,3990,0
2018,8,4078,3989,0
2018,8,4078,3990,0
2018,8,4103,3990,0
2018,8,4104,3990,0
2018,8,4105,3990,0
2018,8,4106,3990,0
2018,8,4107,4015,0
2018,8,4115,3989,0
2018,8,4115,3990,0
2018,8,4116,3989,0
2018,8,4116,3990,0
2018,8,4118,3989,0
2018,8,4120,3989,0
2018,8,4121,3989,0
2018,8,4121,3990,0
2018,8,4175,3989,0
2018,8,4176,3989,0
2018,8,4177,3989,0
2018,8,4178,3989,0
2018,8,4179,3989,0
2018,8,4180,3989,0
2018,8,4181,3989,0
2018,8,4182,3989,0
2018,8,4183,3989,0
2018,8,4218,3989,0
2018,8,4218,4015,0
2018,8,4219,3989,0
2018,8,4219,4015,0
2018,8,4220,3989,0
2018,8,4221,3989,0
2018,8,4221,4015,0
2018,8,4222,3989,0
2018,8,4222,4015,0
2018,8,4731,3989,0
2018,8,4732,3989,0
2018,8,4733,3989,0
2018,8,4734,3989,0
2018,8,4735,3989,0
2018,8,5244,3989,0
2018,8,5245,3989,0
2018,8,5246,3989,0
2018,8,5247,3989,0
2018,8,5248,3989,0
2018,8,5249,3989,0
2018,8,5250,3989,0
2018,8,5251,3989,0
2018,8,5252,3989,0
2018,8,5253,3989,0
2018,8,5254,3989,0
2018,8,5255,3989,0
2018,8,5256,3989,0
2018,8,5257,3989,0
2018,8,5260,4158,0
2018,8,5261,4157,0
2018,8,5262,4157,0
2018,8,5265,3989,0
2018,8,5265,4015,0
2018,8,5266,3989,0
2018,8,5266,4015,0
2018,8,5267,3989,0
2018,8,5267,4015,0
2018,8,5269,3989,0
2018,8,5269,4015,0
2018,8,5270,3989,0
2018,8,5270,4015,0
2018,8,5271,3989,0
2018,8,5271,4015,0
2018,8,5272,3989,0
2018,8,5272,4015,0
2018,8,5273,3989,0
2018,8,5273,4015,0
2018,8,5274,3989,0
2018,8,5274,4015,0
2018,8,5276,3989,0
2018,8,5277,3989,0
2018,8,5278,3989,0
2018,8,5279,3989,0
2018,8,5280,3989,0
2018,8,5281,3989,0
2018,8,5282,3989,0
2018,8,5284,3989,0
2018,8,5285,3989,0
2018,8,5286,3989,0
2018,8,5287,3989,0
2018,8,5289,3989,0
2018,8,5290,3989,0
2018,8,5291,3989,0
2018,8,5292,3989,0
2018,8,5293,3989,0
2018,8,5296,3989,0
2018,8,5297,3989,0
2018,8,5298,3989,0
2018,8,5334,3989,0
2018,8,5335,3989,0
2018,8,5339,3989,0
2018,8,5341,3989,0
2018,8,5343,3989,0
2018,8,5344,3989,0
2018,8,5345,3989,0
2018,8,5351,3989,0
2018,8,5360,3989,0
2018,8,5362,3989,0
2018,8,5388,4158,0
2018,8,5389,4158,0
2018,8,5390,4157,0
2018,8,5420,3989,0
2018,8,5421,3989,0
2018,8,5422,3989,0
2018,8,5423,3989,0
2018,8,5424,3989,0
2018,8,5425,3989,0
2018,8,5426,3989,0
2018,8,5427,3989,0
2018,8,5428,3989,0
2018,8,5430,3989,0
2018,8,5431,3989,0
2018,8,5432,3989,0
2018,8,5433,3989,0
2018,8,5434,3989,0
2018,8,5435,3989,0
2018,8,5436,3990,0
2018,8,5437,3989,0
2018,8,5438,3989,0
2018,8,5439,3989,0
2018,8,5439,3990,0
2018,8,5440,3990,0
2018,8,5441,3989,0
2018,8,5442,3989,0
2018,8,5443,3989,0
2018,8,5444,3989,0
2018,8,5445,3989,0
2018,8,5446,3989,0
2018,8,5447,3989,0
2018,8,5448,3989,0
2018,8,5464,3989,0
2018,8,5465,3989,0
2018,8,5466,3989,0
2018,8,5472,3989,0
2018,8,5474,3989,0
2018,8,5475,3989,0
2018,8,5476,3989,0
2018,8,5477,3989,0
2018,8,5482,3989,0
2018,8,5483,3989,0
2018,8,5484,3989,0
2018,8,5485,3989,0
2018,8,5486,3989,0
2018,8,5487,3989,0
2018,8,5488,3989,0
2018,8,5489,3989,0
2018,8,5490,3989,0
2018,8,5491,3989,0
2018,8,5492,3989,0
2018,8,5493,3989,0
2018,8,5494,3989,0
2018,8,5495,3989,0
2018,8,5496,3989,0
2018,8,5497,3989,0
2018,8,5498,3989,0
2018,8,5499,3989,0
2018,8,5501,3989,0
2018,8,5502,3989,0
2018,8,5503,3989,0
2018,8,5504,3989,0
2018,8,5505,3989,0
2018,8,5506,3989,0
2018,8,5507,3989,0
2018,8,5508,3989,0
2018,8,5509,3989,0
2018,8,5511,3989,0
2018,8,5513,3989,0
2018,8,5514,3989,0
2018,8,5516,3989,0
2018,8,5517,3989,0
2018,8,5518,3989,0
2018,8,5519,3989,0
2018,8,5520,3989,0
2018,8,5521,3989,0
2018,8,5522,3989,0
2018,8,5523,3989,0
2018,8,5524,3989,0
2018,8,5525,3989,0
2018,8,5526,3989,0
2018,8,5527,3989,0
2018,8,5528,3989,0
2018,8,5529,3989,0
2018,8,5530,3989,0
2018,8,5531,3989,0
2018,8,5533,3989,0
2018,8,5534,3989,0
2018,8,5535,3989,0
2018,8,5536,3989,0
2018,8,5538,3989,0
2018,8,5540,3989,0
2018,8,5544,3989,0
2018,8,5597,3989,0
2018,8,5599,3989,0
2018,8,5603,3989,0
2018,8,5604,3989,0
2018,8,5605,3989,0
2018,8,5606,3989,0
2018,8,5607,3989,0
2018,8,5608,3989,0
2018,8,5609,3989,0
2018,8,5610,3989,0
2018,8,5611,3989,0
2018,8,5612,3989,0
2018,8,5613,3989,0
2018,8,5614,3989,0
2018,8,5615,3989,0
2018,8,5616,3989,0
2018,8,5617,3989,0
2018,8,5618,3989,0
2018,8,5619,3989,0
2018,8,5620,3989,0
2018,8,5621,3989,0
2018,8,5622,3989,0
2018,8,5623,3989,0
2018,8,5661,3989,0
2018,8,5662,3989,0
2018,8,5663,3989,0
2018,8,5664,3989,0
2018,8,5665,3989,0
2018,8,5666,3989,0
2018,8,5667,3989,0
2018,8,5668,3989,0
2018,8,5669,3989,0
2018,8,5670,3989,0
2018,8,5671,3989,0
2018,8,5672,3989,0
2018,8,5673,3989,0
2018,8,5674,3989,0
2018,8,5675,3989,0
2018,8,5688,3989,0
2018,8,5690,3989,0
2018,8,5694,3989,0
2018,8,5704,3989,0
2018,8,5705,3989,0
2018,8,5711,3989,0
2018,8,5723,3989,0
2018,8,5724,3989,0
2018,8,5725,3989,0
2018,8,5727,3989,0
2018,8,5728,3990,0
2018,8,5729,3989,0
2018,8,5730,3989,0
2018,8,5731,3989,0
2018,8,5732,3989,0
2018,8,5733,3989,0
2018,8,5734,3989,0
2018,8,5735,3989,0
2018,8,5736,3989,0
2018,8,5737,3989,0
2018,8,5738,3989,0
2018,8,5739,3989,0
2018,8,5740,3989,0
2018,8,5741,3989,0
2018,9,3342,4285,0
2018,9,3342,4290,0
2018,9,3973,4290,0
2018,9,5539,4290,0
2018,12,3593,4395,0
2018,14,1063,4185,0
2018,14,1063,4186,0
2018,16,4033,4143,0
2018,16,4034,4123,0
2018,16,4034,4125,0
2018,16,4034,4126,0
2018,16,4034,4135,0
2018,16,4034,4136,0
2018,16,4034,4137,0
2018,16,4034,4139,0
2018,16,4034,4140,0
2018,16,4034,4141,0
2018,16,4034,4142,0
2018,16,4034,4143,0
2018,16,4034,4145,0
2018,16,4034,4146,0
2018,16,4034,4150,0
2018,16,4034,4163,0
2018,16,4034,4172,0
2018,16,4034,4379,0
2018,16,4034,4380,0
2018,16,4034,4385,0
2018,16,4034,4389,0
2018,16,4034,4391,0
2018,16,4034,4392,0
2018,16,4034,4393,0
2018,16,4034,4394,0
2018,16,4034,4398,0
2018,16,4034,4400,0
2018,16,4034,4410,0
2018,16,4034,4413,0
2018,16,4034,4429,0
2018,16,4034,4430,0
2018,16,4034,4431,0
2018,16,4034,4432,0
2018,16,4060,4135,0
2018,16,4060,4139,0
2018,16,4060,4163,0
2018,16,4129,4140,0
2018,16,4133,4137,0
2018,16,4133,4140,0
2018,16,4133,4143,0
2018,16,4133,4163,0
2018,16,4134,4135,0
2018,16,4134,4136,0
2018,16,4134,4137,0
2018,16,4134,4139,0
2018,16,4134,4140,0
2018,16,4134,4141,0
2018,16,4134,4142,0
2018,16,4134,4143,0
2018,16,4134,4145,0
2018,16,4139,4139,0
2018,16,4139,4143,0
2018,16,4141,4123,0
2018,16,4141,4135,0
2018,16,4141,4137,0
2018,16,4141,4139,0
2018,16,4141,4140,0
2018,16,4141,4141,0
2018,16,4141,4142,0
2018,16,4141,4143,0
2018,16,4141,4146,0
2018,16,4141,4163,0
2018,16,4144,4136,0
2018,16,4144,4137,0
2018,16,4144,4140,0
2018,16,4144,4143,0
2018,16,4149,4140,0
2018,16,4149,4142,0
2018,16,4149,4143,0
2018,16,4149,4172,0
2018,16,4150,4141,0
2018,16,4150,4142,0
2018,16,4152,4140,0
2018,16,4152,4142,0
2018,16,4152,4143,0
2018,16,4156,4135,0
2018,16,4156,4136,0
2018,16,4156,4137,0
2018,16,4156,4139,0
2018,16,4156,4140,0
2018,16,4156,4141,0
2018,16,4156,4142,0
2018,16,4158,4135,0
2018,16,4158,4136,0
2018,16,4158,4137,0
2018,16,4158,4139,0
2018,16,4158,4140,0
2018,16,4158,4142,0
2018,16,4158,4143,0
2018,16,4158,4145,0
2018,16,4158,4146,0
2018,16,4163,4139,0
2018,16,4163,4140,0
2018,16,4163,4141,0
2018,16,4163,4142,0
2018,16,4163,4143,0
2018,16,4166,4139,0
2018,16,4166,4140,0
2018,16,4166,4141,0
2018,16,4166,4142,0
2018,16,4166,4143,0
2018,16,4186,4139,0
2018,16,4190,4137,0
2018,16,4190,4140,0
2018,16,4192,4123,0
2018,16,4192,4135,0
2018,16,4192,4136,0
2018,16,4192,4137,0
2018,16,4192,4139,0
2018,16,4192,4140,0
2018,16,4192,4141,0
2018,16,4194,4136,0
2018,16,4194,4137,0
2018,16,4194,4140,0
2018,16,4194,4143,0
2018,16,4195,4126,0
2018,16,4195,4135,0
2018,16,4195,4136,0
2018,16,4195,4137,0
2018,16,4195,4139,0
2018,16,4195,4140,0
2018,16,4195,4141,0
2018,16,4195,4142,0
2018,16,4195,4143,0
2018,16,4195,4145,0
2018,16,4197,4126,0
2018,16,4197,4135,0
2018,16,4197,4136,0
2018,16,4197,4137,0
2018,16,4197,4139,0
2018,16,4197,4140,0
2018,16,4197,4141,0
2018,16,4197,4142,0
2018,16,4197,4143,0
2018,16,4197,4146,0
2018,16,4198,4123,0
2018,16,4198,4135,0
2018,16,4198,4136,0
2018,16,4198,4137,0
2018,16,4198,4139,0
2018,16,4198,4140,0
2018,16,4198,4141,0
2018,16,4199,4140,0
2018,16,4199,4142,0
2018,16,4200,4126,0
2018,16,4200,4136,0
2018,16,4200,4137,0
2018,16,4200,4140,0
2018,16,4201,4137,0
2018,16,4201,4139,0
2018,16,4201,4140,0
2018,16,4201,4141,0
2018,16,4202,4139,0
2018,16,4202,4140,0
2018,16,4202,4141,0
2018,16,4202,4142,0
2018,16,4202,4143,0
2018,16,4203,4139,0
2018,16,4203,4140,0
2018,16,4203,4141,0
2018,16,4203,4142,0
2018,16,4203,4143,0
2018,16,4204,4123,0
2018,16,4204,4135,0
2018,16,4204,4136,0
2018,16,4204,4137,0
2018,16,4204,4139,0
2018,16,4204,4140,0
2018,16,4204,4141,0
2018,16,4205,4145,0
2018,16,4205,4146,0
2018,16,4206,4136,0
2018,16,4206,4137,0
2018,16,4206,4139,0
2018,16,4206,4140,0
2018,16,4206,4141,0
2018,16,4207,4123,0
2018,16,4207,4135,0
2018,16,4207,4137,0
2018,16,4207,4163,0
2018,16,4208,4137,0
2018,16,4208,4139,0
2018,16,4208,4142,0
2018,16,4211,4145,0
2018,16,4211,4146,0
2018,17,2711,4024,0
2018,17,2711,4227,0
2018,17,2711,4232,0
2018,17,2713,4024,0
2018,17,2713,4227,0
2018,17,2713,4232,0
2018,17,2714,4024,0
